Conference,Year,Filename,Cite Title,Authors,Year,Venue,,,,Corrected Year,"Is Corrected 1£ºGhost, 0:Error"
Neurips,2023,a2fe4bb50fc6f3564cee1551d6309fea,On the characteristic values and characteristic functions of certain classes of non-selfadjoint equations,M Keldysh,1951,Dokl. Akad. Nauk SSSR,,,,1951,1
Neurips,2025,b7Ka31HvXU,On the effectivity of weather warnings,A Angstrom,1922,Nordisk Statistisk Tidskrift,,,,1922,1
Neurips,2023,76c6f9f2475b275b92d03a83ea270af4,On the existence of solutions of stochastic equations in hilbert space,Vv Baklan,1963,Depov. Akad. Nauk. Ukr. USr,,,,1963,1
Neurips,2020,ebd64e2bf193fc8c658af2b91952ce8d,On the factorization of the complete uniform hypergraph,Zsolt Baranyai,1975,"Infinite and Finite Sets, Proc. Coll. Keszthely",,,,1974,1
Neurips,2025,QBnfYm6Naa,On the hardness of computing near-approximate stationary points of clarke regular nonsmooth nonconvex problems and certain DC programs,L Tian;A;-C So,2021,ICML Workshop on Beyond First-Order Methods in ML Systems,,,,,1
Neurips,2024,3e2c12c1a41af7c19c5b38e0837a52d1,On the hardness of computing near-approximate stationary points of clarke regular nonsmooth nonconvex problems and certain dc programs,Lai Tian;Anthony;Man-Cho So,2021,ICML Workshop on Beyond First-Order Methods in ML Systems,,,,,1
Neurips,2020,5d44ee6f2c3f71b73125876103c8f6c4,On the number of samples required for Q-learning,V Borkar,2000,Proceedings of the 38th Allerton Conference,,,,,1
Neurips,2024,5fff164c04811174e1836dc3e66c0aba,On the realization of partial boolean functions,A Chashkin,2006,Proceedings of the 7th International Conference on Discrete Models in the Theory of Control Systems,,,,,1
Neurips,2021,6332a8f62e3a9d5831724f2ffe55cae0,On the stability of systems with a delay (russian),B Razumikhin,1956,Prikladnaya Matematika i Mekhanika,,,,1956,1
Neurips,2023,6d5f304fb4ed0243851e41699dca4287,On the systematic fitting of frequency curves,Karl Pearson,1902,Biometrika,,,,1902,1
Neurips,2021,0ed8861dc36bee580d100f91283d0559,On the systematic fitting of frequency curves,K Pearson,1902,Biometrika,,,,1902,1
Neurips,2020,751f6b6b02bf39c41025f3bcfd9948ad,On the systematic fitting of frequency curves,Karl Pearson,1902,Biometrika,,,,1902,0
Neurips,2022,8f75af4704feac629a560f4ad6b67cef,On the use of c (¦Á) tests of composite hypotheses,J Neyman;E Scott,1966,Bulletin de L'lnstitut International de Statistique,,,,1966,1
Neurips,2022,e90b00adc3ba130eb2510d93ba3ff250,On topological properties of f-divergences,I Csisz¨¢r,1967,Studia Math. Hungar,,,,1967,1
Neurips,2023,c428adf74782c2092d254329b6b02482,Once more about the connection between elliptic operators and It?'s stochastic equations,N Krylov,1984,Statistics and Control of Stochastic Processes,,,,1984,1
Neurips,2021,6c349155b122aa8ad5c877007e05f24f,Online active learning with strong and weak annotators,Luigi Malago;Nicolo Cesa-Bianchi;Renders,2014,NIPS Workshop on Learning from the Wisdom of Crowds,,,,2014,1
Neurips,2023,90e06fe49254204248cb12562528b952,Opportunistic experiments on a large-scale survey of diverse artificial vision models in prediction of 7t human fMRI data,Colin Conwell;Jacob Prince;George Alvarez;Talia Konkle;Kendrick Kay,2022,Conference on Cognitive Computational Neuroscience,,,,,1
Neurips,2025,Y1UVWWWGKB,Online submodular maximization with delayed feedback,Milica Radakovic;Slobodan Mitrovic,2022,Conference on Learning Theory (COLT),,,,,1
Neurips,2022,b595fb83245adb57ce1a0bdc2e12681d,Planning sequential tasks on contact graph,Z Jiao;Y Niu;Z Zhang;S.-C Zhu;Y Zhu;H Liu,2022,International Conference on Intelligent Robots and Systems (IROS),,,,,0
Neurips,2022,494f876fad056843f310ad647274dd99,Over exposed points of closed point sets,S Straszewicz,1935,Fundamenta Mathematicae,,,,1935,1
Neurips,2025,hesM5BWtOJ,Parallel advantage actor-critic for rapid end-to-end robotics training,Yunan Li;Viktor Makoviychuk;Yash Narang;Fabio Ramos;Marco Hutter;Arthur Allshire;David Hoeller,2023,IEEE Robotics and Automation Letters,,,,,1
Neurips,2025,IiEtQPGVyV,Paraphrase identification using deep contextualized representations,Asma Issa;George Mohler;John Johnson,2018,Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing,,,,,1
Neurips,2025,yRxXTdElLv,Patterns of SQL mistakes among novice programmers: An exploratory study,Floris Miedema;Janet Spacco;Raymond Lister,,Proc. 26th ACM Conf. on Innovation and Technology in Computer Science Education (ITiCSE),,,,,1
Neurips,2025,oLyfML1Qze,Performers: A new approach to scaling transformers,Krzysztof Choromanski;Marcin Kuczynski;Jacek Cieszkowski;Paul Beletsky;Konrad Smith;Wojciech Gajewski;Gabriel De Masson;Tomasz Broniatowski;Antonina Gorny;M Leszek;Stanislaw Kaczmarek;Andrzejewski,2020,Proceedings of the 37th International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,A9jXG3FUMT,Phase-amplitude coupling features for seizure detection,M Amiri;B Frauscher;J Gotman,2016,Clinical Neurophysiology,,,,2016,0
Neurips,2025,AmZ7uHDJiR,Photometric stereo with near-field lighting using neural networks,C Lichy;Other Authors,2022,Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,,,,,1
Neurips,2025,BpSGN4pErp,Poisson equation for multiscale diffusions,¨¦tienne Pardoux;Alexander Veretennikov,2002,Journal of Mathematical Sciences,,,,2002,1
Neurips,2021,76444b3132fda0e2aca778051d776f1c,Population-level signatures of probabilistic computation,Edoardo Balzani;Cristina Savin,2019,COSYNE 2019,,,,2019,1
Neurips,2020,4379cf00e1a95a97a33dac10ce454ca4,Probing the neural basis of visually-evoked aggression in siamese fighting fish,Amy Norovich;*;Claire Everett;*;Taiga Abe;Andr¨¦s Bendesky,2019,Cold Spring Harbor Zebrafish Neural Circuits and Behavior,,,,,1
Neurips,2021,832353270aacb6e3322f493a66aaf5b9,Progress in computational geometry,Steven Fortune,1993,Directions in Geometric Computing,,,,1993,1
Neurips,2025,s4zitEu2R8,Propagation of traveling waves in the visual cortex requires microcircuit coordination,Edward David B Salkoff;David Zagha;Mccormick,2020,Neuron,,,,2020,1
Neurips,2025,IJGEtuVqwf,Q-learning for option pricing and hedging with transaction costs,Z Ning;Y K Kwok,2020,Applied Economics,,,,2020,1
Neurips,2021,362c99307cdc3f2d8b410652386a9dd1,QSGD: Randomized quantization for communication-efficient stochastic gradient descent,Dan Alistarh;Demjan Grubic;Jerry Li;Ryota Tomioka;Milan Vojnovic,2017,Proceedings of NIPS 2017,,,,2017,0
Neurips,2024,eb6281d3f2cfe2eb8b1307227d3677b3,Results on the non existence of finite dimensional filters,Mireille Chaleyat;Maurel;Dominique Michel,1984,Stochastics: An International Journal of Probability and Stochastic Processes,,,,1984,1
Neurips,2024,1812042b83f20707a898ff6f8af7db84,Quest: Query stream for vehicle-infrastructure cooperative perception,Haibao Siqi Fan;Wenxian Yu;Jirui Yang;Zaiqing Yuan;Nie,,Proceedings of the International Conference on Robotics and Automation (ICRA),,,,,0
Neurips,2024,49fb58cfd482a33619d48a5c5910cf3c,Radiation-induced brain tissue damage after radiotherapy for glioma: a problem of growing concern,Stefan Rieken;Daniel Habermehl;Frederik Giesel,2013,Radiotherapy and Oncology,,,,,1
Neurips,2022,6d53193a098b982229340a7c3eb0ecbf,Rage-Case Optimality of Polyak Momentum,Damien Scieur;Fabian Pedregosa,2020,Proceedings of the 37th International Conference on Machine Learning (ICML),,,,,0
Neurips,2024,8f9a3fdb29de4c3fd030a18a505223c6,Randomized smoothing-inspired quantum encoding schemes with formal robustness guarantees,Aman Saxena;Tom Wollschl?ger;Nicola Franco;Jeanette Lorenz;Stephan G¨¹nnemann,2023,Quantum Techniques in Machine Learning,,,,,1
Neurips,2023,00db17c36b5435195760520efa96d99c,Randomized smoothing-inspired quantum encoding schemes with formal robustness guarantees,Aman Saxena;Tom Wollschl?ger;Nicola Franco;Jeanette Lorenz;Stephan G¨¹nnemann,2023,Quantum Techniques in Machine Learning,,,,2023,1
Neurips,2024,f2b86cbc0b3e31dd001aeb516afbe1e2,Rare variant association tests reveal the role of gene expression in human longevity,Yang Li;Carlo Sidore;Hyun;Min Kang;Michael Boehnke;Goncalo R Abecasis,2016,Science,,,,,1
Neurips,2024,862170d83a17b7c2ef3c5a58e7f1992d,Ratings of classroom management and instructional support,C Doabler;N Nelson-Walker,2009,CTL,,,,2009,1
Neurips,2025,f6AoMP75dy,Rational relu: Towards exact function approximation with rational activation functions,Daniele Caldarola;Tommaso Furlanello;Silvio Savarese;Matteo Bruni,,International Conference on Learning Representations (ICLR),,,,,1
Neurips,2025,IiEtQPGVyV,Reasoning with heterogeneous graph representations for knowledge-aware question answering,Yi Tay;Kelvin Fu;Kai Wu;Ivan Casanueva;Jianfeng Liu;Byron Wallace;Shuohang Wang;Bajrang Singh;Julian Mcauley,2021,Findings of the Association for Computational Linguistics: ACL 2021,,,,,1
Neurips,2025,kWGJa9ZO3M,Recent advances in video understanding,Bolei Zhou;Yu Guo;Meng Zhang;Xiongwei Wang;Siyuan Pu;Yuan Wu;Yan Zhang;Yan Wang;Li Li,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,,,,,1
Neurips,2020,356dc40642abeb3a437e7e06f178701c,Recording of a large and complete population in the retina,O Marre;D Amodei;N Deshmukh;K Sadeghi;F Soo;T Holy;M Berry,2012,Journal of Neuroscience,,,,2012,0
Neurips,2022,4beaed6a33716fcfe7b5250d10520eb9,Recursive Competitive Equilibria and Capital Asset Pricing,R Mehra;Prescott,1977,Essays in Financial Economics,,,,1977,1
Neurips,2025,VYY5sG4EMm,Reduction of a game with complete memory to a matrix game,Romanovskii,1962,Soviet Mathematics,,,,1962,1
Neurips,2024,e3b1291b7529063172d927588d2b03a1,Reduction of a game with complete memory to a matrix game,I Romanovskii,1962,Soviet Mathematics,,,,1962,1
Neurips,2023,8e4ccc9ca6ae2225c4cbb7782ab48daf,Reduction of a game with complete memory to a matrix game,I Romanovskii,1962,Soviet Mathematics,,,,1962,1
Neurips,2022,685d249ad59836727be209032f082bd7,Reduction of a game with complete memory to a matrix game,I Romanovskii,1962,Soviet Mathematics,,,,1962,1
Neurips,2022,ffa1301939cc707d6e986e6c4124340b,Reduction of a game with complete memory to a matrix game,I Romanovskii,1962,Soviet Mathematics,,,,1962,1
Neurips,2021,4a3050ae2c77da4f9c90e2e58e8e520f,Reduction of a game with complete memory to a matrix game,I Romanovskii,1962,Soviet Mathematics,,,,1962,1
Neurips,2024,a2118322165fffb648d1e341ff5a5b05,Representing mechanism (in)dependence,O Richardson;S Peters;J Halpern,2024,Proc. Advances in Nueral Information Processing Systems,,,,,0
Neurips,2024,17fc467c11997914127c001fdc801bea,Research on the popularity of network expression meme and its turning of discourse space,Manning Zheng,2016,Editorial Friend,,,,2016,0
Neurips,2023,ad3ebc951f43d1e9ed20187a7b5bc4ee,Respondent burden: health survey research methods,Bradburn,1997,Second Biennial Conference,,,,,1
Neurips,2024,82846e19e6d42ebfd4ace4361def29ae,Resultats sur lempilement de calottes egales sur une perisphere de rn et correction a un travail anterieur,Claude Chabauty,1953,COMPTES RENDUS HEBDOMADAIRES DES SEANCES DE L ACADEMIE DES SCIENCES,,,,1953,1
Neurips,2024,aeae9df8e6bfe7350160bb42965dbd44,Rethinking the security of skip connections in resnet-like neural networks,Dongxian Wu;Yisen Wang;Shu-Tao Xia;James Bailey;Xingjun Ma,2020,In ICLR,,,,,0
Neurips,2025,QtnCPZMxYg,Reward-agnostic preference-based policy optimization,W Zhan;Y Chen;D Sadigh,2023,ICML,,,,,1
Neurips,2025,IJGEtuVqwf,Risk-averse reinforcement learning for optimal option hedging,Cao;Y Wang;Zhang,2020,Journal of Computational Finance,,,,2020,1
Neurips,2023,32285dd184dbfc33cb2d1f0db53c23c5,Risk-sensitive sequential decision making: Uncertaintybased performance metrics and risk-sensitive control,Anirban Majumdar;Claire Tomlin,2017,Foundations and Trends? in Systems and Control,,,,,1
Neurips,2021,8ca01ea920679a0fe3728441494041b9,Robust black box explanations under distribution shift,H Lakkaraju;N Arsov;O Bastani,2020,International Conference on Machine Learning (ICML),,,,,0
Neurips,2025,II0T40Q785,Robust prediction of dynamical systems with structured neural networks: Long-term behavior and chaos,Moonseop Han;Elizabeth Qian,2021,Physica D: Nonlinear Phenomena,,,,2021,1
Neurips,2025,n8AvXKcCeR,Rsfnet: Rich feature attention network for image enhancement,Jiaqi Ouyang;Shijie Li;Shuai Li;Wangmeng Zuo;Shuhang Gu,2023,Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV),,,,,1
Neurips,2025,isil4sVqSQ,Saturated and consistent neighborhood for selecting and scheduling photographs of agile earth observing satellite,Djamal Habet;Michel Vasquez,2003,Proceedings of the 5th Metaheuristics International Conference,,,,,1
Neurips,2025,0JSolJVzjd,Scalable correlation clustering: An empirical study,M Jaghargh;S Vassilvitskii;S Lattanzi,2019,Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,,,,,1
Neurips,2023,149ad6e32c08b73a3ecc3d11977fcc47,Schloss Dagstuhl-Leibniz-Zentrum fuer Informatik,C Mathieu;O Sankur;W Schudy,2010,27th International Symposium on Theoretical Aspects of Computer Science,,,,,0
Neurips,2025,aEAbRPXV37,Scaling inference computation: Compute-optimal inference for problem-solving with language models,Yangzhen Wu;Zhiqing Sun;Shanda Li;Sean Welleck;Yiming Yang,2024,The 4th Workshop on Mathematical Reasoning and AI at NeurIPS'24,,,,2024,0
Neurips,2025,6ZkcC9NmGU,Score-based generative models for high-dimensional inverse problems,Thomas Dockhorn;Hyungjin Chung;Stefano Ermon;Gunnar R?tsch,2022,Advances in Neural Information Processing Systems,,,,,1
Neurips,2025,X51kYnijag,Seeact: A strong vision-language model for visually grounded action,Yufei Wang,,"Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2024c",,,,,1
Neurips,2025,IKxKs3rF9V,Self-supervised multiimage super-resolution for push-frame satellite images,Ngoc Long Nguyen;J¨¦r¨¦my Anger;Axel Davy;Pablo Arias;Gabriele Facciolo,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,1
Neurips,2025,IiEtQPGVyV,Semantic similarity based on lexical substitution,Shyam Fernando;Mark Stevenson,2008,Proceedings of ACL-08: HLT,,,,,1
Neurips,2025,3xwsD68F2K,Simplessd: Modeling high-fidelity modern ssds for holistic system simulation,Joo Kim;Donghyuk Lee;Sam Choi;Myoungsoo Jung,2016,IEEE Computer Architecture Letters,,,,2017,0
Neurips,2023,2b2011a7d5396faf5899863d896a3c24,Single layer artificial neural network: Perceptron,Erkaboy Samandarov;Abdurakhmonov Karimboyevich;Nematullayevich Olim,2022,European Multidisciplinary Journal of Modern Science,,,,2022,1
Neurips,2025,pGRjDetCDM,Slat: a transformer-based method for simultaneous alignment and clustering of spatial transcriptomics data,Zhihao Chen;Hantao Zhang;Yuhan Zhang;Zhanlin Hu;Quanquan Gu;Qing Zhang;Shuo Suo,2023,Nature Communications,,,,2023,1
Neurips,2023,6c5b82193c5d8e6aa5806239676ddc97,Solution directe de l'¨¦quation s¨¦culaire et de quelques problemes analogues transcendants,Herman M¨¹ntz,1913,Comptes rendus de l'Acad¨¦mie des Sciences,,,,1913,1
Neurips,2024,d1a1e8713fcd5626656553c82f7c3b26,Some history of higher-order statistics and spectra,D Brillinger,1991,ISSN 10170405,,,,1991,0
Neurips,2023,d42523d621194ba54dda098669645f91,Some history of higher-order statistics and spectra,Brillinger,1991,Stat. Sin,,,,1991,0
Neurips,2022,f419342f8afd483c781f69c2fabfe4f6,"Some matrix inequalities and metrization of matrix space, tomask university review 1 (1937) 286-300",J Von Neumann,1962,john von neumann collected works,,,,1937,1
Neurips,2025,fPPfFMVTZo,Some matrix-inequalities and metrization of matrix-space,J;Von Neumann,1937,Tomsk Univ. Rev,,,,,1
Neurips,2025,XxR70zr9Sf,Sparsity-aware communication schemes for distributed krylov solvers,T Hoefler;M Huber;J Luitjens;A Lumsdaine,2019,Proceedings of SC '19,,,,2019,1
Neurips,2025,xud9JYzgSp,Spreadsheet formula generation using lightweight language models,Daming Wang;Yijun Liu;Qiang Zhang,2023,Proceedings of the 37th AAAI Conference on Artificial Intelligence,,,,,1
Neurips,2025,CrBRKsP3yT,Spider: A unified framework for context-dependent concept understanding,X Zhao;Y Pang;W Ji;B Sheng;J Zuo;L Zhang;H Lu,2024,Proceedings of International Conference on Machine Learning,,,,2024,0
Neurips,2025,Zb3QO7HLIj,SpikeGPT: Generative pre-trained spiking neural network for event-based vision,Yiming Zhu;Bohan Yin;Jianing Chen;Zhaofei Liu;Deli Zhao;Boxin Li;Tiejun Mei;Feng Liu,2023,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2025,bsjJ7c1mEV,Stability in matching markets with randomly endowed slots,Itai Ashlagi;Afshin Nikzad;Assaf Romm,2019,Proceedings of the National Academy of Sciences,,,,,1
Neurips,2024,450c10220669b024e46d638bfe347558,Stabilizing offpolicy q-learning via bootstrapping error reduction,Aviral Kumar;Justin Fu;Matthew Soh;George Tucker;Sergey Levine,2019,Advances in neural information processing systems,,,,,1
Neurips,2025,XxR70zr9Sf,Stable iterations for the matrix sign function,N Higham,1997,SIAM J. Matrix Analysis and Applications,,,,1997,1
Neurips,2022,3e8b1835833ef809059efa74b9df6805,Statistical approach to ill-posed problems in mathematical geophysics,V Sudakovand;L Khalfin,1964,Sov. Math.-Dokl,,,,1987,0
Neurips,2025,zho5kN8jTn,The fastest similarity search algorithmrugs in real life: propensity score methods and related topics,G Lefebvre;N Savy;A Duhamel;F Tubach,2008,Therapie,,,,2008,1
Neurips,2025,skx3QgGKEF,Stochastic processes in several dimensions,P Whittle,1963,Bulletin of the International Statistical Institute,,,,1963,1
Neurips,2024,7b78a2a7360d5a9ad750834dc5a33bfb,Structural stability in the plane with enlarged boundary conditions,M Peixoto;M Peixoto,1959,An. Acad. Brasil. Ci,,,,1959,1
Neurips,2025,GPTI9GNAYH,Structured fast fourier transform attention for vision transformers,Yoonwoo Lee;Jaehyeong Kang;Namil Kim;Jinwoo Shin;Honglak Lee,,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2025,HKDyRDzy1E,Subtle variations in sepsis-III definitions markedly affect predictive performance,James Samuel N Cohen;Peter Foster;Hang Foster;Terry Lou;Sam Lyons;James Morley;Hao Morrill;Edward Ni;Bo Palmer;Yue Wang;Lingyi Wu;Weixin Yang;Yang,2024,Nature Scientific Reports,,,,2024,1
Neurips,2023,2561721d0ca69bab22b749cfc4f48f6c,Sur la distribution des cycles dans les permutations,V Goncharov,1944,Acad. Sci. URSS (N.S.),,,,1944,1
Neurips,2025,Tl3Sg0SBEU,Sur les applications de la theorie des probabilites aux experiences agricoles: Essai des principes,Jerzy Neyman,1923,Statistical Science,,,,,1
Neurips,2023,0a70c9cd8179fe6f8f6135fafa2a8798,Sur les expressions asymptotiques decertaines fonctions d¨¦finies par les ¨¦quations diff¨¦rentielles du second ordre et leers applications au probl¨¨me du d¨¦velopement d'une fonction arbitraire en s¨¦ries proc¨¦dant suivant les diverses fonctions,V Steklov,1907,Comm. Charkov Math. Soc,,,,1907,1
Neurips,2024,d18d208fa9c333483e5724ade7beff0f,Sur les trajectoires du gradient d'une fonction analytique,S ?ojasiewicz,1984,Geometry seminars,,,,1982-1983,1
Neurips,2024,d6520fa7f71dc8e09ed5939a60a64218,Sync-sim: A scalable method for privacy-preserving federated learning via synthetic data generation,Qitian Li;Hao Sun,2020,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,,1
Neurips,2025,WQb0YrFl3H,Synthesizing realistic avatars for enhanced virtual communication,Hao Wang;Li Zhang,2023,IEEE Transactions on Visualization and Computer Graphics,,,,,1
Neurips,2025,otIdC4tsYf,Systematic versus nonsystematic search algorithms for most probable explanations,Radu Marinescu;Kalev Kask;Rina Dechter,2003,Proceedings of the 19th Conference on Uncertainty in Artificial Intelligence (UAI),,,,,1
Neurips,2025,gNiT81iag0,Targeted memorized-data unlearning for large language models,Alexandru B?rbulescu;Evangelos Triantafillou,,Proceedings of the 41st International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,w1yccSuVtg,Tests on dynamic ranking,Nan Lu;Jian Shi;Xin-Yu Tian;Kai Song,,Statistica Sinica,,,,,1
Neurips,2025,l0tTXno7c2,The Chemical Evolution of the Milky Way from APOGEE Abundances of ¦Á-Elements and Iron,H David;Jon Weinberg;Sten Holtzman;Melissa Hasselquist;Ness,2019,The Astrophysical Journal,,,,,1
Neurips,2024,1588dc2b2ef339d6e4c47d212e36f991,The false consensus phenomenon: An attributional bias in self-perception and social perception processes,L Ross;D Greene;P House,1977,Journal of Experimental Social Psychology,,,,1977,1
Neurips,2024,f24e8cc1c1c06a689850ee766a7357b2,The fastest similarity search algorithm for time series subsequences under euclidean distance,Christopher Meek;; Abdullah Mueen;Sheng Zhong;Yan Zhu;Michael Yeh;Kaveh Kamgar;Krishnamurthy Viswanathan;Chetan Gupta;Eamonn Keogh,1995,"Proceedings of the Eleventh Conference on Uncertainty in Artificial Intelligence, UAI'95",,,,Aug 2022.,0
Neurips,2025,BpSGN4pErp,The impact of seasonal variability in boundary forcing on the predictability of a regional ocean model,Paul A Sandery;Megan Gary B Brassington;Entel,2010,Ocean Modelling,,,,,1
Neurips,2025,emM7U3WKMO,The role of supervised learning in the era of foundation models: Boundary and information theoretic perspectives,Kaizhao Huang;Binghui Li;Zhirong Wu;Mike Wu;Bo Zhao;Jun Zhu;Saining Xie,2022,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2024,d1a1e8713fcd5626656553c82f7c3b26,The spectral representation and transformation properties of the higher moments of stationary time series,J Tukey,1953,The Collected Works of John W. Tukey,,,,,1
Neurips,2023,d42523d621194ba54dda098669645f91,The spectral representation and transformation properties of the higher moments of stationary time series,J Tukey,1953,Reprinted in The Collected Works of John W. Tukey,,,,,1
Neurips,2020,012a91467f210472fab4e11359bbfef6,Theano: a cpu and gpu math expression compiler,James Bergstra;Olivier Breuleux;Fr¨¦d¨¦ric Bastien;Pascal Lamblin;Razvan Pascanu;Guillaume Desjardins;Joseph Turian;David Warde-Farley;Yoshua Bengio,2010,Proceedings of the Python for scientific computing conference (SciPy),,,,2010,0
Neurips,2022,0ff3502bb29570b219967278db150a50,"Theory of uniform convergence of frequencies of events to their probabilities and problems of search for an optimal solution from empirical data(average risk minimization based on empirical data, showing relationship of problem to uniform convergence of averages toward expectation value)",Aia Chervonenkis;Vapnik,1971,Automation and Remote Control,,,,1971,1
Neurips,2025,aYd4wSCle4,Th¨¦orie des richesses: revue de 'th¨¦ories math¨¦matiques de la richesse sociale' de l. walras and 'recherches sur les principes math¨¦matiques de la th¨¦orie des richesses' de a. cournot,Joseph Bertrand,,Journal des Savants,,,,,1
Neurips,2025,4FUdUFvvmp,Tiger: Token-based generative retrieval for sequential recommendation,Shubham Rajput;Mingxuan Chen;Fei Sun,2023,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2025,kWGJa9ZO3M,Timechat: A time-aware large language model for video question answering,Junjie Ren;Can Li;Ming Zhao;Jinhui Liu;Junchi Yang;Jian Wang,2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,1
Neurips,2025,GPTI9GNAYH,Token-aware adaptive sampling for efficient diffusion models,Jiuxiang Shi;Zuxuan Wu;Dahua Lin,,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,1
Neurips,2025,ypVW5jvguX,Topological graph neural network for vision-andlanguage navigation,Yuhang Chen;Fangwei Wu;Cewu Zhou,2023,International Conference on Learning Representations (ICLR),,,,,1
Neurips,2025,i3sWs5614Y,Transfer learning for graph neural networks with one-dimensional convolution,Ming Yang;Zhaoxuan Huang;Fengyun Hu;Yue Wu;Bingbing Yang,2021,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,1
Neurips,2025,eGcpmWdPg5,Towards unknown-aware learning with virtual outlier synthesis,Xuefeng Du;Zhaoning Wang;Mu Cai;Sharon Li,2022,International Conference on Learning Representations,,,,,1
Neurips,2025,ul5mlXrLZb,Towards unknown-aware learning with virtual outlier synthesis,X Du;Z Wang;M Cai;S Li,2022,International Conference on Learning Representations,,,,2022,1
Neurips,2024,450c10220669b024e46d638bfe347558,Transformers: State-ofthe-art natural language processing,Thomas Wolf;Lysandre Debut;Victor Sanh;Julien Chaumond;Clement Delangue;Anthony Moi;Pierric Cistac;Tim Rault;R¨¦mi Louf;Morgan Funtowicz,2020,Conference on Empirical Methods in Natural Language Processing: System Demonstrations,,,,,1
Neurips,2022,6d53193a098b982229340a7c3eb0ecbf,TrMiack-propagation for bilevel optimization,Amirreza Shaban,2019,The 22nd International Conference on Artificial Intelligence and Statistics,,,,,0
Neurips,2020,1b113258af3968aaf3969ca67e744ff8,TRUNCATED HORIZON POLICY SEARCH: DEEP COMBINATION OF REINFORCEMENT AND IMITATION,Wen Sun;J Bagnell;Byron Boots,2018,International Conference on Learning Representations,,,,,0
Neurips,2025,IiEtQPGVyV,Tuqdm: Token unmasking with quantized diffusion models,X Ou,2024,ACL,,,,,1
Neurips,2020,0887f1a5b9970ad13f46b8c1485f7900,Two-point scrambled set implies chaos,M Kuchta;J Smital,1987,Proceedings of the European Conference of Iteration Theory ECIT 87,,,,1989,1
Neurips,2025,S3GhJooWIC,Understanding Reasoning With Looped Model,Nikunj Saunshi;Nishanth Dikkala;Zhiyuan Li;Sanjiv Kumar;Sashank Reddi,2024,The Thirteenth International Conference on Learning Representations,,,,,1
Neurips,2021,ae4503ec3da32f5e9033604744ec45ae,Uber whittakersche bezw. besselsche funktionen und deren produkte,C Meijer,1936,Nieuw Archief voor Wiskunde,,,,1936,1
Neurips,2025,oBikm5Rshc,Understanding attention and generalization in vision transformers,S Singla;S Feizi,2021,NeurIPS,,,,,1
Neurips,2025,4TUpqyDJbz,Understanding self-training for gradient-boosted trees,Ashish Kumar;Logan Engstrom;Andrew Ilyas;Dimitris Tsipras,2020,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2025,eIDa6pd9iQ,Understanding the low-rank bias of deep neural networks,Yu Bai;J Kolter;Vladlen Koltun,2021,International Conference on Learning Representations,,,,,1
Neurips,2020,24aef8cb3281a2422a59b51659f1ad2e,Unified framework for interpretable methods,S.-I Scott Lundberg,2017,Advances of Neural Inf. Proc. Systems,,,,,0
Neurips,2020,426f990b332ef8193a61cc90516c1245,Unified framework for interpretable methods,S Lundberg;S.-I Lee,2017,Advances of Neural Inf. Proc. Systems,,,,,0
Neurips,2024,47908cab4e5b696d7af5c7de69f3b7d2,Uniform local and global theorems for densities,N Shakhaidarova,1966,Izv. Akad. Nauk UzSSR Ser. Fiz-Mat. Nauk,,,,1966,1
Neurips,2022,50ca96a1a9ebe0b5e5688a504feb6107,Unifying vision unsupervised contrastive learning from a graph perspective,Shixiang Tang;Feng Zhu;Lei Bai;Rui Zhao;Chenyu Wang;Wanli Ouyang,2022,ECCV,,,,,0
Neurips,2023,d42523d621194ba54dda098669645f91,Uniqueness theorems for generalized autocorrelations,Yellott Ji;G Iverson,1992,Journal of the Optical Society of America,,,,1992,1
Neurips,2024,c4bf73386022473a652a18941e9ea6f8,Using machine learning for job application screening: A comparative analysis,J Brown,2021,International Conference on Artificial Intelligence in HR,,,,,1
Neurips,2025,fcLVqvyiqV,Waiting for the right time: When to commit to action in hierarchical reinforcement learning,M Harb;P.-L Bacon;M Klissarov;D Precup,2018,International Conference on Learning Representations (ICLR),,,,,1
Neurips,2024,ad7922fd4650f8aba5d8b067e622ca84,Variance-invariance-covariance regularization for selfsupervised learning,A Bardes;J Ponce;Y Lecun,2022,ICLR,,,,,0
